,meanHQ,meanER,Month,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.HQ,SUN PHARMACEUTICAL INDUSTRIES LTD.HQ,AXIS BANK LTD.HQ,ICICI BANK LTD.HQ,OIL AND NATURAL GAS CORPORATION LTD.ER_x,MARUTI SUZUKI INDIA LTD.ER_x,PIDILITE INDUSTRIES LTD.ER,INDUSIND BANK LTD.ER,ULTRATECH CEMENT LTD.ER,BAJAJ FINSERV LTD.ER_x,INDIAN OIL CORPORATION LTD.ER_x,ASIAN PAINTS LTD.ER,BAJAJ FINANCE LIMITEDER,LARSEN & TOUBRO LTD.ER,KOTAK MAHINDRA BANK LTD.ER,HDFC BANK LTDER,RELIANCE INDUSTRIES LTD.ER,ITC LTD.ER,HINDUSTAN ZINC LTD.ER,DABUR INDIA LTD.ER_x,NTPC LTD.ER_x,HCL TECHNOLOGIES LTD.ER_x,POWER GRID CORPORATION OF INDIA LTD.ER_x,TATA STEEL LTD.ER_x,INDIAN OIL CORPORATION LTD.ER_y,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER_x,BHARTI INFRATEL LTD.ER,HERO MOTOCORP LTD.ER,POWER GRID CORPORATION OF INDIA LTD.ER_y,MARUTI SUZUKI INDIA LTD.ER_y,DABUR INDIA LTD.ER_y,OIL AND NATURAL GAS CORPORATION LTD.ER_y,GODREJ CONSUMER PRODUCTS LTD.ER,HINDUSTAN UNILEVER LTD.ER,OIL AND NATURAL GAS CORPORATION LTD.ER,TECH MAHINDRA LTD.ER,BAJAJ AUTO LTD.ER,AXIS BANK LTD.ER,BAJAJ FINSERV LTD.ER_y,HOUSING DEVELOPMENT FINANCE CORP.LTD.ER,DABUR INDIA LTD.ER,NTPC LTD.ER_y,HCL TECHNOLOGIES LTD.ER_y,POWER GRID CORPORATION OF INDIA LTD.ER,TATA STEEL LTD.ER_y,INDIAN OIL CORPORATION LTD.ER,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER_y
49,8.902000000000001,5.90958959414523,March-2018,13.13,7.46,3.81,11.2,5.68,0.11,-2.3,-6.89,4.96,-2.41,53.51,-0.17,-7.77,0.55,3.69,-0.41,7.31,3.47,7.67,-0.6,-3.95,-3.11,2.32,15.01,53.51,13.13,3.14,1.53,2.32,0.11,-0.6,5.68,-2.27,-1.49,5.68,-4.2,8.94,3.81,-2.41,-0.53,-0.6,-3.95,-3.11,2.32,15.01,53.51,13.13
50,-6.761166666666666,-5.580186917745407,April-2018,-14.61,-6.61,-1.7,-2.17,-1.52,0.46,-18.3,-5.71,-4.11,-5.87,7.94,-7.09,-7.7,-6.76,-15.43,-2.81,-9.1,-9.98,-8.69,-13.06,-1.38,-8.45,-7.12,-4.17,7.94,-14.61,6.75,-5.31,-7.12,0.46,-13.06,-1.52,-2.21,-12.96,-1.52,-5.21,-7.24,-1.7,-5.87,-3.3,-13.06,-1.38,-8.45,-7.12,-4.17,7.94,-14.61
51,2.1209999999999996,-0.17985015235247007,May-2018,3.51,9.09,-4.87,-0.4,1.75,3.26,-6.34,-2.62,9.13,-10.32,-7.24,-8.79,-10.6,2.36,-10.46,-9.85,4.34,3.5,9.46,-3.8,2.96,13.39,-0.63,3.24,-7.24,3.51,4.99,4.99,-0.63,3.26,-3.8,1.75,-2.24,-6.93,1.75,-6.02,6.64,-4.87,-10.32,2.98,-3.8,2.96,13.39,-0.63,3.24,-7.24,3.51
52,-0.7818333333333332,2.457677846294684,June-2018,5.15,-16.74,6.06,3.54,10.8,-3.35,8.0,0.45,-1.8,3.8,10.4,3.18,-8.96,7.04,-0.36,1.32,-5.61,2.04,6.89,-1.86,4.49,-1.79,10.67,1.32,10.4,5.15,-1.17,2.12,10.67,-3.35,-1.86,10.8,-7.27,-1.75,10.8,7.8,-2.14,6.06,3.8,-4.31,-1.86,4.49,-1.79,10.67,1.32,10.4,5.15
53,-6.440833333333333,-5.309669536223047,July-2018,-7.55,-1.09,-7.78,-10.33,-4.61,-7.77,-5.61,-2.84,-10.2,-20.06,-5.45,-14.57,-17.48,-2.46,2.42,-3.46,-21.88,-11.71,-1.61,-7.51,2.7,-4.09,2.38,0.88,-5.45,-7.55,5.08,5.13,2.38,-7.77,-7.51,-4.61,-7.65,-5.47,-4.61,-3.63,3.93,-7.78,-20.06,-4.58,-7.51,2.7,-4.09,2.38,0.88,-5.45,-7.55
54,-9.888,-4.6959925749401865,August-2018,4.19,-15.1,-18.01,-12.73,-8.73,4.3,-3.83,4.54,-6.69,3.31,5.35,5.33,-5.95,-5.11,1.83,5.45,-4.65,-7.39,-6.76,-13.98,-10.12,-8.46,-10.1,-6.89,5.35,4.19,-0.47,1.24,-10.1,4.3,-13.98,-8.73,-9.75,-2.83,-8.73,-12.39,-1.69,-18.01,3.31,3.17,-13.98,-10.12,-8.46,-10.1,-6.89,5.35,4.19
55,8.854000000000001,7.981974709963395,September-2018,14.32,4.42,5.68,10.99,1.5,19.2,10.48,11.39,9.27,11.34,1.57,5.62,24.19,7.48,11.04,2.74,-1.39,7.03,2.92,10.73,2.49,-3.98,6.06,3.54,1.57,14.32,8.82,9.87,6.06,19.2,10.73,1.5,46.91,9.71,1.5,2.57,2.16,5.68,11.34,9.11,10.73,2.49,-3.98,6.06,3.54,1.57,14.32
56,0.6546666666666667,5.3740682889426665,October-2018,2.85,7.09,4.97,-16.43,13.6,10.09,8.49,15.57,13.73,9.79,9.89,5.16,-9.56,-2.5,2.23,4.68,15.64,5.7,9.02,9.87,4.08,3.43,1.46,4.82,9.89,2.85,-2.58,5.69,1.46,10.09,9.87,13.6,5.71,-0.63,13.6,0.11,3.56,4.97,9.79,-0.8,9.87,4.08,3.43,1.46,4.82,9.89,2.85
57,-2.0355,-3.690412429144287,November-2018,-14.67,15.0,-7.54,0.03,8.46,-15.97,-21.74,-14.54,-14.12,-11.19,3.22,-9.59,-6.47,-10.11,-10.23,-10.74,-10.06,-2.31,-0.79,-6.54,12.42,3.46,3.02,4.01,3.22,-14.67,4.59,-10.6,3.02,-15.97,-6.54,8.46,-3.59,-8.39,8.46,5.19,-5.61,-7.54,-11.19,-12.1,-6.54,12.42,3.46,3.02,4.01,3.22,-14.67
58,1.633833333333333,-2.193116330777352,December-2018,-5.86,12.52,0.95,-1.41,-7.13,2.64,4.73,1.99,-0.25,-7.89,-2.62,-2.14,-4.46,-0.62,-1.82,-0.25,4.04,1.61,-4.32,-4.97,-6.22,5.11,-10.49,1.58,-2.62,-5.86,-1.23,-1.55,-10.49,2.64,-4.97,-7.13,-8.42,-3.68,-7.13,-2.21,0.67,0.95,-7.89,0.69,-4.97,-6.22,5.11,-10.49,1.58,-2.62,-5.86
59,-0.6103333333333335,2.7665204710450246,January-2019,12.26,1.17,-16.64,-1.18,5.66,11.18,-0.8,5.88,12.04,5.99,-0.04,-2.84,2.68,8.7,0.12,1.95,-9.46,1.03,6.21,-2.84,5.89,-4.43,5.2,8.8,-0.04,12.26,-12.82,15.89,5.2,11.18,-2.84,5.66,12.86,3.07,5.66,-1.63,6.08,-16.64,5.99,2.35,-2.84,5.89,-4.43,5.2,8.8,-0.04,12.26
60,1.2878333333333332,-1.4529079267472058,February-2019,4.27,-4.65,1.88,4.24,-5.01,-3.08,-3.21,2.13,-8.72,-6.13,-5.58,0.54,-3.0,1.44,3.26,-0.05,-0.36,0.93,-3.28,1.07,-1.18,-4.78,3.23,-5.33,-5.58,4.27,-0.19,-0.88,3.23,-3.08,1.07,-5.01,5.15,1.75,-5.01,-13.53,-13.44,1.88,-6.13,4.26,1.07,-1.18,-4.78,3.23,-5.33,-5.58,4.27
61,-4.122833333333333,-2.271643769538365,March-2019,-5.33,-2.17,-3.24,-6.12,-0.87,-2.06,2.33,-3.08,-3.66,-2.45,-2.66,1.53,-4.5,-3.39,-2.1,-2.18,-2.85,-5.76,0.78,1.37,-7.63,4.25,-2.49,-3.87,-2.66,-5.33,-4.24,-4.31,-2.49,-2.06,1.37,-0.87,-5.23,1.75,-0.87,2.5,-2.05,-3.24,-2.45,-2.29,1.37,-7.63,4.25,-2.49,-3.87,-2.66,-5.33
