,meanHQ,meanER,Month,SHREE CEMENT LTD.HQ,HINDUSTAN ZINC LTD.HQ,BOSCH LTD.ER_x,HERO MOTOCORP LTD.ER,BHARTI AIRTEL LTD.ER,VEDANTA LIMITEDER_x,BAJAJ AUTO LTD.ER,INDUSIND BANK LTD.ER,ULTRATECH CEMENT LTD.ER,BAJAJ FINSERV LTD.ER_x,BAJAJ FINANCE LIMITEDER,STATE BANK OF INDIAER_x,ICICI BANK LTD.ER_x,POWER GRID CORPORATION OF INDIA LTD.ER,TATA STEEL LTD.ER_x,INDIAN OIL CORPORATION LTD.ER,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER_x,TATA STEEL LTD.ER_y,JSW STEEL LTD.ER_x,COAL INDIA LTD.ER_x,BAJAJ FINSERV LTD.ER_y,HOUSING DEVELOPMENT FINANCE CORP.LTD.ER_x,DABUR INDIA LTD.ER_x,NTPC LTD.ER_x,HCL TECHNOLOGIES LTD.ER_x,HCL TECHNOLOGIES LTD.ER_y,DABUR INDIA LTD.ER_y,NTPC LTD.ER_y,HCL TECHNOLOGIES LTD.ER_x,DABUR INDIA LTD.ER,NTPC LTD.ER,HCL TECHNOLOGIES LTD.ER_y,TATA STEEL LTD.ER_x,JSW STEEL LTD.ER_y,COAL INDIA LTD.ER_y,BOSCH LTD.ER_y,WIPRO LTD.ER_x,INFOSYS LTD.ER_x,BHARTI INFRATEL LTD.ER_x,HCL TECHNOLOGIES LTD.ER_x,MARUTI SUZUKI INDIA LTD.ER_x,TATA STEEL LTD.ER_y,PIDILITE INDUSTRIES LTD.ER_x,VEDANTA LIMITEDER_y,JSW STEEL LTD.ER_x,GODREJ CONSUMER PRODUCTS LTD.ER_x,BHARAT PETROLEUM CORPORATION LTD.ER_x,ASIAN PAINTS LTD.ER_x,KOTAK MAHINDRA BANK LTD.ER_x,STATE BANK OF INDIAER_y,HOUSING DEVELOPMENT FINANCE CORP.LTD.ER_y,HINDUSTAN UNILEVER LTD.ER_x,RELIANCE INDUSTRIES LTD.ER_x,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER_y,SUN PHARMACEUTICAL INDUSTRIES LTD.ER_x,AXIS BANK LTD.ER_x,ICICI BANK LTD.ER_y,ITC LTD.ER_x,HINDUSTAN ZINC LTD.ER_x,BOSCH LTD.ER,WIPRO LTD.ER_y,INFOSYS LTD.ER_y,BHARTI INFRATEL LTD.ER_y,HCL TECHNOLOGIES LTD.ER_y,MARUTI SUZUKI INDIA LTD.ER_y,TATA STEEL LTD.ER,PIDILITE INDUSTRIES LTD.ER_y,VEDANTA LIMITEDER,JSW STEEL LTD.ER_y,GODREJ CONSUMER PRODUCTS LTD.ER_y,BHARAT PETROLEUM CORPORATION LTD.ER_y,ASIAN PAINTS LTD.ER_y,KOTAK MAHINDRA BANK LTD.ER_y,STATE BANK OF INDIAER,HOUSING DEVELOPMENT FINANCE CORP.LTD.ER,HINDUSTAN UNILEVER LTD.ER_y,RELIANCE INDUSTRIES LTD.ER_y,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER,SUN PHARMACEUTICAL INDUSTRIES LTD.ER_y,AXIS BANK LTD.ER_y,ICICI BANK LTD.ER,ITC LTD.ER_y,HINDUSTAN ZINC LTD.ER_y
26,0.37666666666666665,-1.5324708375476521,April-2016,-2.61,6.35,5.21,1.43,-3.68,-15.41,-3.26,-8.43,2.0,-9.51,1.4,2.75,-0.02,-3.13,-9.72,-10.03,3.82,-9.72,-7.14,1.68,-9.51,1.52,-10.6,-7.76,7.82,7.82,-10.6,-7.76,7.82,-10.6,-7.76,7.82,-9.72,-7.14,1.68,5.21,1.71,0.58,1.94,7.82,-2.04,-9.72,-2.0,-15.41,-7.14,4.11,-8.56,0.07,-5.08,2.75,1.52,0.33,6.0,3.82,0.99,-6.23,-0.02,0.99,6.35,5.21,1.71,0.58,1.94,7.82,-2.04,-9.72,-2.0,-15.41,-7.14,4.11,-8.56,0.07,-5.08,2.75,1.52,0.33,6.0,3.82,0.99,-6.23,-0.02,0.99,6.35
27,-2.18,-2.814043210341907,May-2016,-3.56,0.58,-13.44,-6.82,3.34,-4.39,-5.41,-5.18,-2.12,2.25,-10.88,-8.41,-3.63,-4.57,4.59,3.96,19.16,4.59,-1.4,-1.58,2.25,-13.79,-5.24,-3.21,1.41,1.41,-5.24,-3.21,1.41,-5.24,-3.21,1.41,4.59,-1.4,-1.58,-13.44,1.35,-3.22,-0.25,1.41,-9.83,4.59,-17.05,-4.39,-1.4,-12.4,-0.26,-13.36,-4.35,-8.41,-13.79,1.93,2.4,19.16,5.99,-9.18,-3.63,-8.25,0.58,-13.44,1.35,-3.22,-0.25,1.41,-9.83,4.59,-17.05,-4.39,-1.4,-12.4,-0.26,-13.36,-4.35,-8.41,-13.79,1.93,2.4,19.16,5.99,-9.18,-3.63,-8.25,0.58
28,-8.54,-4.062927451453584,June-2016,-10.19,-5.24,-1.28,-2.64,-4.12,-21.7,-2.57,-0.64,-5.65,-27.15,-5.46,-6.74,2.04,-8.63,3.75,-5.98,-7.32,3.75,-5.3,-7.37,-27.15,-1.11,-6.28,-9.18,1.26,1.26,-6.28,-9.18,1.26,-6.28,-9.18,1.26,3.75,-5.3,-7.37,-1.28,-2.22,6.33,8.21,1.26,-0.41,3.75,-2.08,-21.7,-5.3,-7.79,-9.02,-1.99,-2.2,-6.74,-1.11,-5.73,-1.09,-7.32,-0.12,-3.46,2.04,-4.69,-5.24,-1.28,-2.22,6.33,8.21,1.26,-0.41,3.75,-2.08,-21.7,-5.3,-7.79,-9.02,-1.99,-2.2,-6.74,-1.11,-5.73,-1.09,-7.32,-0.12,-3.46,2.04,-4.69,-5.24
29,-11.623333333333333,-5.537328660340897,July-2016,-10.76,-13.35,-10.38,-0.8,1.12,-24.89,-0.59,-6.06,-8.61,-17.28,-29.64,-4.76,-9.43,-7.95,-10.21,-23.33,-12.22,-10.21,-14.25,-4.74,-17.28,-9.71,1.46,-1.31,-3.0,-3.0,1.46,-1.31,-3.0,1.46,-1.31,-3.0,-10.21,-14.25,-4.74,-10.38,2.34,8.27,-14.6,-3.0,-13.62,-10.21,-1.46,-24.89,-14.25,0.69,44.62,-11.06,0.16,-4.76,-9.71,-2.55,-4.75,-12.22,-8.66,-2.36,-9.43,31.42,-13.35,-10.38,2.34,8.27,-14.6,-3.0,-13.62,-10.21,-1.46,-24.89,-14.25,0.69,44.62,-11.06,0.16,-4.76,-9.71,-2.55,-4.75,-12.22,-8.66,-2.36,-9.43,31.42,-13.35
30,-7.853333333333334,-2.5975016908384294,August-2016,-6.15,-11.26,3.15,-10.64,8.34,-3.31,-10.32,-0.59,-8.73,-9.07,-6.4,-10.26,1.96,-4.6,-4.43,-5.95,-13.26,-4.43,-4.88,-1.72,-9.07,-2.31,4.28,-0.5,-3.55,-3.55,4.28,-0.5,-3.55,4.28,-0.5,-3.55,-4.43,-4.88,-1.72,3.15,10.05,3.46,11.22,-3.55,-6.26,-4.43,4.59,-3.31,-4.88,4.45,-1.65,-4.0,-5.89,-10.26,-2.31,0.53,-4.19,-13.26,6.62,-9.08,1.96,-3.01,-11.26,3.15,10.05,3.46,11.22,-3.55,-6.26,-4.43,4.59,-3.31,-4.88,4.45,-1.65,-4.0,-5.89,-10.26,-2.31,0.53,-4.19,-13.26,6.62,-9.08,1.96,-3.01,-11.26
31,-0.6166666666666667,2.1971781048601384,September-2016,0.51,-2.87,6.07,3.75,5.36,-1.18,4.99,-0.96,4.25,-3.62,90.41,0.73,2.1,4.16,-1.07,-1.22,2.26,-1.07,1.35,3.33,-3.62,0.93,6.67,6.75,-2.64,-2.64,6.67,6.75,-2.64,6.67,6.75,-2.64,-1.07,1.35,3.33,6.07,2.62,-0.13,-4.02,-2.64,-8.44,-1.07,2.26,-1.18,1.35,-4.19,-1.72,-0.25,3.46,0.73,0.93,5.33,-2.28,2.26,4.15,9.03,2.1,7.11,-2.87,6.07,2.62,-0.13,-4.02,-2.64,-8.44,-1.07,2.26,-1.18,1.35,-4.19,-1.72,-0.25,3.46,0.73,0.93,5.33,-2.28,2.26,4.15,9.03,2.1,7.11,-2.87
32,-2.3633333333333333,-1.9733168040816131,October-2016,0.59,-8.27,3.7,1.75,-1.42,-17.67,-0.05,0.14,-2.94,-10.87,-2.27,-2.85,-9.79,0.79,-8.08,44.48,-18.89,-8.08,4.16,-1.07,-10.87,0.88,-7.7,-1.85,3.97,3.97,-7.7,-1.85,3.97,-7.7,-1.85,3.97,-8.08,4.16,-1.07,3.7,2.65,3.43,4.71,3.97,-7.66,-8.08,-6.4,-17.67,4.16,-1.23,-9.43,7.46,-5.35,-2.85,0.88,3.17,2.86,-18.89,-0.75,9.98,-9.79,-0.14,-8.27,3.7,2.65,3.43,4.71,3.97,-7.66,-8.08,-6.4,-17.67,4.16,-1.23,-9.43,7.46,-5.35,-2.85,0.88,3.17,2.86,-18.89,-0.75,9.98,-9.79,-0.14,-8.27
33,1.3800000000000001,1.817397401779003,November-2016,7.95,-11.76,6.28,5.53,-1.88,-13.48,5.28,8.81,9.5,12.42,14.92,-0.21,4.33,-9.75,-2.55,5.49,9.01,-2.55,-4.03,5.46,12.42,8.41,3.03,-7.87,-4.53,-4.53,3.03,-7.87,-4.53,3.03,-7.87,-4.53,-2.55,-4.03,5.46,6.28,-0.02,2.7,-7.91,-4.53,10.77,-2.55,12.02,-13.48,-4.03,9.46,3.94,9.81,7.83,-0.21,8.41,-0.48,5.56,9.01,5.07,3.7,4.33,3.72,-11.76,6.28,-0.02,2.7,-7.91,-4.53,10.77,-2.55,12.02,-13.48,-4.03,9.46,3.94,9.81,7.83,-0.21,8.41,-0.48,5.56,9.01,5.07,3.7,4.33,3.72,-11.76
34,6.78,2.4886591775789824,December-2016,5.42,9.5,-2.35,3.92,5.9,5.85,1.86,-1.66,9.69,3.04,8.72,3.35,3.66,4.45,5.75,-6.49,3.47,5.75,5.9,2.66,3.04,0.18,2.22,-0.95,-3.06,-3.06,2.22,-0.95,-3.06,2.22,-0.95,-3.06,5.75,5.9,2.66,-2.35,-1.91,-3.61,8.43,-3.06,-1.13,5.75,7.63,5.85,5.9,-4.12,1.48,8.09,4.91,3.35,0.18,2.13,-8.8,3.47,11.34,4.2,3.66,-3.46,9.5,-2.35,-1.91,-3.61,8.43,-3.06,-1.13,5.75,7.63,5.85,5.9,-4.12,1.48,8.09,4.91,3.35,0.18,2.13,-8.8,3.47,11.34,4.2,3.66,-3.46,9.5
35,-9.03,-1.926926290426445,January-2017,-5.13,-16.83,-5.44,-4.42,-13.93,-17.04,-7.74,-13.1,-13.8,-11.96,-23.47,-4.1,-5.39,-12.59,-18.23,-12.41,-9.44,-18.23,87.79,-3.3,-11.96,-8.23,0.29,-4.89,2.24,2.24,0.29,-4.89,2.24,0.29,-4.89,2.24,-18.23,87.79,-3.3,-5.44,3.57,8.05,14.55,2.24,-10.77,-18.23,-14.19,-17.04,87.79,-4.57,-7.35,-8.91,-7.44,-4.1,-8.23,-3.49,3.4,-9.44,-0.29,-3.53,-5.39,-7.1,-16.83,-5.44,3.57,8.05,14.55,2.24,-10.77,-18.23,-14.19,-17.04,87.79,-4.57,-7.35,-8.91,-7.44,-4.1,-8.23,-3.49,3.4,-9.44,-0.29,-3.53,-5.39,-7.1,-16.83
36,-3.6999999999999997,-2.8780489701996435,February-2017,-3.94,-3.22,2.5,1.39,-4.96,-2.35,2.8,-4.9,-2.13,-22.33,-6.86,-3.54,-2.73,7.04,-4.38,-5.16,-2.85,-4.38,5.9,-3.84,-22.33,-0.18,0.14,5.59,-3.86,-3.86,0.14,5.59,-3.86,0.14,5.59,-3.86,-4.38,5.9,-3.84,2.5,-6.87,-8.93,3.1,-3.86,-0.45,-4.38,-1.19,-2.35,5.9,-4.41,1.7,-5.53,-3.68,-3.54,-0.18,-1.14,-18.67,-2.85,-7.51,-8.64,-2.73,-1.59,-3.22,2.5,-6.87,-8.93,3.1,-3.86,-0.45,-4.38,-1.19,-2.35,5.9,-4.41,1.7,-5.53,-3.68,-3.54,-0.18,-1.14,-18.67,-2.85,-7.51,-8.64,-2.73,-1.59,-3.22
37,-1.7766666666666666,-3.182835726034515,March-2017,-5.78,6.23,-5.52,-2.83,4.16,-6.02,-1.79,-7.27,-5.77,-3.12,-6.03,-8.69,-0.25,-2.71,0.0,-0.47,-12.61,0.0,-0.48,9.01,-3.12,-9.76,-0.47,-1.75,-3.92,-3.92,-0.47,-1.75,-3.92,-0.47,-1.75,-3.92,0.0,-0.48,9.01,-5.52,-5.5,-0.84,-14.37,-3.92,-1.71,0.0,-2.48,-6.02,-0.48,-1.17,3.08,-4.56,-8.88,-8.69,-9.76,-5.19,-6.54,-12.61,-1.29,3.03,-0.25,-6.98,6.23,-5.52,-5.5,-0.84,-14.37,-3.92,-1.71,0.0,-2.48,-6.02,-0.48,-1.17,3.08,-4.56,-8.88,-8.69,-9.76,-5.19,-6.54,-12.61,-1.29,3.03,-0.25,-6.98,6.23
38,-6.4799999999999995,-0.468072949144257,April-2017,-13.18,6.92,-0.66,-2.69,-1.33,11.32,-2.17,-2.52,-6.25,-11.76,-8.67,1.08,-0.51,-5.27,7.0,-13.73,3.8,7.0,-6.08,5.45,-11.76,-2.31,-3.39,0.93,6.96,6.96,-3.39,0.93,6.96,-3.39,0.93,6.96,7.0,-6.08,5.45,-0.66,4.12,9.93,-9.02,6.96,-8.32,7.0,-2.7,11.32,-6.08,-4.36,-10.83,-4.52,-3.38,1.08,-2.31,-2.74,-5.73,3.8,6.57,-3.83,-0.51,0.66,6.92,-0.66,4.12,9.93,-9.02,6.96,-8.32,7.0,-2.7,11.32,-6.08,-4.36,-10.83,-4.52,-3.38,1.08,-2.31,-2.74,-5.73,3.8,6.57,-3.83,-0.51,0.66,6.92
39,7.93,-2.3850509505671718,May-2017,6.55,10.69,-1.63,-13.05,-4.85,1.89,0.85,-2.39,0.99,8.26,-3.85,0.31,-17.16,-0.1,-12.49,1.82,-3.69,-12.49,2.49,4.89,8.26,-2.15,2.43,2.65,-6.52,-6.52,2.43,2.65,-6.52,2.43,2.65,-6.52,-12.49,2.49,4.89,-1.63,-8.71,-6.26,-3.66,-6.52,-10.56,-12.49,-7.06,1.89,2.49,-3.92,-3.18,-2.95,-6.98,0.31,-2.15,-14.13,3.89,-3.69,21.97,-0.9,-17.16,-11.95,10.69,-1.63,-8.71,-6.26,-3.66,-6.52,-10.56,-12.49,-7.06,1.89,2.49,-3.92,-3.18,-2.95,-6.98,0.31,-2.15,-14.13,3.89,-3.69,21.97,-0.9,-17.16,-11.95,10.69
40,0.7533333333333333,1.783907573295753,June-2017,5.87,-9.48,0.0,1.23,-1.98,-4.21,1.88,-0.03,5.57,1.8,-3.72,5.18,11.09,-1.32,-7.81,10.87,-6.93,-7.81,-4.74,7.25,1.8,-2.94,-4.49,1.0,1.7,1.7,-4.49,1.0,1.7,-4.49,1.0,1.7,-7.81,-4.74,7.25,0.0,51.83,4.23,-1.82,1.7,-0.04,-7.81,-4.48,-4.21,-4.74,46.7,13.9,4.2,0.94,5.18,-2.94,-1.39,-2.96,-6.93,-10.59,-0.37,11.09,-3.83,-9.48,0.0,51.83,4.23,-1.82,1.7,-0.04,-7.81,-4.48,-4.21,-4.74,46.7,13.9,4.2,0.94,5.18,-2.94,-1.39,-2.96,-6.93,-10.59,-0.37,11.09,-3.83,-9.48
41,-9.083333333333334,-5.677108781450712,July-2017,-10.0,-7.25,-3.14,1.15,-10.19,-12.29,-0.61,-10.93,-2.44,-21.47,-23.86,-14.24,-4.08,-5.94,-4.26,4.56,-9.35,-4.26,-8.93,-2.03,-21.47,-10.51,-6.14,-3.57,-4.49,-4.49,-6.14,-3.57,-4.49,-6.14,-3.57,-4.49,-4.26,-8.93,-2.03,-3.14,-11.69,-8.09,-7.26,-4.49,-6.79,-4.26,1.03,-12.29,-8.93,-7.21,26.33,-5.01,-6.73,-14.24,-10.51,-6.63,-16.92,-9.35,4.11,-0.53,-4.08,11.95,-7.25,-3.14,-11.69,-8.09,-7.26,-4.49,-6.79,-4.26,1.03,-12.29,-8.93,-7.21,26.33,-5.01,-6.73,-14.24,-10.51,-6.63,-16.92,-9.35,4.11,-0.53,-4.08,11.95,-7.25
42,2.1733333333333333,-1.173038473561893,August-2017,5.6,-4.68,8.33,-9.41,-2.41,-10.19,-0.03,-0.9,1.51,-10.08,-4.79,11.26,1.42,2.11,-12.41,-23.57,0.98,-12.41,-15.06,4.48,-10.08,0.6,-1.61,-2.8,3.02,3.02,-1.61,-2.8,3.02,-1.61,-2.8,3.02,-12.41,-15.06,4.48,8.33,-3.48,9.49,5.96,3.02,0.07,-12.41,-5.21,-10.19,-15.06,10.29,-12.29,-0.75,4.3,11.26,0.6,-5.55,1.26,0.98,9.66,3.51,1.42,1.03,-4.68,8.33,-3.48,9.49,5.96,3.02,0.07,-12.41,-5.21,-10.19,-15.06,10.29,-12.29,-0.75,4.3,11.26,0.6,-5.55,1.26,0.98,9.66,3.51,1.42,1.03,-4.68
43,-3.7733333333333334,2.6878653268542365,September-2017,-5.54,-0.24,6.88,5.43,9.16,-1.88,-10.67,-1.36,3.64,6.49,-2.88,8.51,6.95,3.53,-2.05,11.87,4.14,-2.05,2.51,-13.7,6.49,1.96,3.19,0.86,-1.46,-1.46,3.19,0.86,-1.46,3.19,0.86,-1.46,-2.05,2.51,-13.7,6.88,6.05,1.81,-5.43,-1.46,-3.51,-2.05,5.16,-1.88,2.51,1.35,10.68,4.37,-2.66,8.51,1.96,3.47,50.92,4.14,-4.76,-1.63,6.95,8.49,-0.24,6.88,6.05,1.81,-5.43,-1.46,-3.51,-2.05,5.16,-1.88,2.51,1.35,10.68,4.37,-2.66,8.51,1.96,3.47,50.92,4.14,-4.76,-1.63,6.95,8.49,-0.24
44,-3.6666666666666665,-5.89914585438445,October-2017,-2.18,-6.64,-2.45,-1.95,-28.05,-5.72,-4.89,3.1,-14.24,2.38,1.92,-20.51,-8.3,-1.0,-8.08,-3.56,-14.38,-8.08,-3.83,-5.82,2.38,1.92,-9.2,-7.92,2.17,2.17,-9.2,-7.92,2.17,-9.2,-7.92,2.17,-8.08,-3.83,-5.82,-2.45,-4.64,-2.55,-10.97,2.17,-3.06,-8.08,1.37,-5.72,-3.83,-2.04,-14.72,-5.7,-2.26,-20.51,1.92,-5.25,-20.28,-14.38,-9.98,-2.8,-8.3,-3.04,-6.64,-2.45,-4.64,-2.55,-10.97,2.17,-3.06,-8.08,1.37,-5.72,-3.83,-2.04,-14.72,-5.7,-2.26,-20.51,1.92,-5.25,-20.28,-14.38,-9.98,-2.8,-8.3,-3.04,-6.64
45,7.830000000000001,1.388410976560556,November-2017,9.24,5.01,3.29,5.51,0.16,10.88,-1.59,-2.12,4.32,-3.97,3.91,-4.79,-2.62,3.2,1.21,5.02,7.31,1.21,1.3,3.54,-3.97,1.73,-4.11,-0.22,0.89,0.89,-4.11,-0.22,0.89,-4.11,-0.22,0.89,1.21,1.3,3.54,3.29,0.75,-5.78,13.3,0.89,-4.69,1.21,-7.85,10.88,1.3,-2.89,7.17,2.79,2.38,-4.79,1.73,-2.98,1.93,7.31,2.43,-2.48,-2.62,3.93,5.01,3.29,0.75,-5.78,13.3,0.89,-4.69,1.21,-7.85,10.88,1.3,-2.89,7.17,2.79,2.38,-4.79,1.73,-2.98,1.93,7.31,2.43,-2.48,-2.62,3.93,5.01
46,-4.2,-3.0696360126011166,December-2017,-4.74,-3.12,1.1,-3.95,-6.55,-11.48,-0.35,0.68,-2.61,-0.28,-1.59,3.42,-2.01,2.72,-5.37,1.3,-1.45,-5.37,-5.97,4.78,-0.28,-1.94,-0.52,2.05,-5.04,-5.04,-0.52,2.05,-5.04,-0.52,2.05,-5.04,-5.37,-5.97,4.78,1.1,-7.4,-6.6,1.44,-5.04,-13.12,-5.37,-7.03,-11.48,-5.97,-3.93,-3.17,-0.88,-0.89,3.42,-1.94,-7.41,0.17,-1.45,-5.71,-4.93,-2.01,-2.91,-3.12,1.1,-7.4,-6.6,1.44,-5.04,-13.12,-5.37,-7.03,-11.48,-5.97,-3.93,-3.17,-0.88,-0.89,3.42,-1.94,-7.41,0.17,-1.45,-5.71,-4.93,-2.01,-2.91,-3.12
47,2.94,-2.3890985475306357,January-2018,4.58,-0.34,3.78,2.5,16.95,-2.96,-0.47,-6.3,-1.37,8.16,4.51,-1.05,-12.4,3.42,3.74,-7.56,-5.88,3.74,-7.58,-13.54,8.16,-14.34,-1.65,3.92,-10.67,-10.67,-1.65,3.92,-10.67,-1.65,3.92,-10.67,3.74,-7.58,-13.54,3.78,2.79,-10.71,7.06,-10.67,2.23,3.74,0.73,-2.96,-7.58,-5.4,5.17,2.32,-9.97,-1.05,-14.34,-0.11,-4.35,-5.88,-1.5,-5.51,-12.4,-3.1,-0.34,3.78,2.79,-10.71,7.06,-10.67,2.23,3.74,0.73,-2.96,-7.58,-5.4,5.17,2.32,-9.97,-1.05,-14.34,-0.11,-4.35,-5.88,-1.5,-5.51,-12.4,-3.1,-0.34
48,0.3633333333333333,3.4588780194531203,February-2018,3.11,-5.13,3.38,2.47,2.8,2.96,9.58,4.24,5.16,-5.11,2.11,14.07,11.18,-2.56,4.73,9.22,4.71,4.73,-7.57,-3.67,-5.11,7.21,8.27,4.11,4.6,4.6,8.27,4.11,4.6,8.27,4.11,4.6,4.73,-7.57,-3.67,3.38,3.89,-2.05,1.1,4.6,6.74,4.73,-0.21,2.96,-7.57,-1.44,12.72,1.08,1.89,14.07,7.21,3.89,0.91,4.71,7.59,10.75,11.18,2.27,-5.13,3.38,3.89,-2.05,1.1,4.6,6.74,4.73,-0.21,2.96,-7.57,-1.44,12.72,1.08,1.89,14.07,7.21,3.89,0.91,4.71,7.59,10.75,11.18,2.27,-5.13
49,4.543333333333333,4.616275323131497,March-2018,2.98,7.67,2.96,1.53,6.66,15.53,8.94,-6.89,4.96,-2.41,-7.77,6.94,11.2,2.32,15.01,53.51,13.13,15.01,7.71,8.42,-2.41,-0.53,-0.6,-3.95,-3.11,-3.11,-0.6,-3.95,-3.11,-0.6,-3.95,-3.11,15.01,7.71,8.42,2.96,3.88,3.39,3.14,-3.11,0.11,15.01,-2.3,15.53,7.71,-2.27,0.33,-0.17,3.69,6.94,-0.53,-1.49,7.31,13.13,7.46,3.81,11.2,3.47,7.67,2.96,3.88,3.39,3.14,-3.11,0.11,15.01,-2.3,15.53,7.71,-2.27,0.33,-0.17,3.69,6.94,-0.53,-1.49,7.31,13.13,7.46,3.81,11.2,3.47,7.67
50,-5.63,-5.806369925391941,April-2018,-4.1,-8.69,-6.98,-5.31,-2.67,-7.26,-7.24,-5.71,-4.11,-5.87,-7.7,1.52,-2.17,-7.12,-4.17,7.94,-14.61,-4.17,-12.88,-0.12,-5.87,-3.3,-13.06,-1.38,-8.45,-8.45,-13.06,-1.38,-8.45,-13.06,-1.38,-8.45,-4.17,-12.88,-0.12,-6.98,0.96,-5.73,6.75,-8.45,0.46,-4.17,-18.3,-7.26,-12.88,-2.21,9.3,-7.09,-15.43,1.52,-3.3,-12.96,-9.1,-14.61,-6.61,-1.7,-2.17,-9.98,-8.69,-6.98,0.96,-5.73,6.75,-8.45,0.46,-4.17,-18.3,-7.26,-12.88,-2.21,9.3,-7.09,-15.43,1.52,-3.3,-12.96,-9.1,-14.61,-6.61,-1.7,-2.17,-9.98,-8.69
51,3.186666666666667,1.4737058407420855,May-2018,0.05,9.46,5.8,4.99,8.73,16.48,6.64,-2.62,9.13,-10.32,-10.6,-9.3,-0.4,-0.63,3.24,-7.24,3.51,3.24,-2.21,-3.75,-10.32,2.98,-3.8,2.96,13.39,13.39,-3.8,2.96,13.39,-3.8,2.96,13.39,3.24,-2.21,-3.75,5.8,6.04,-2.71,4.99,13.39,3.26,3.24,-6.34,16.48,-2.21,-2.24,-4.07,-8.79,-10.46,-9.3,2.98,-6.93,4.34,3.51,9.09,-4.87,-0.4,3.5,9.46,5.8,6.04,-2.71,4.99,13.39,3.26,3.24,-6.34,16.48,-2.21,-2.24,-4.07,-8.79,-10.46,-9.3,2.98,-6.93,4.34,3.51,9.09,-4.87,-0.4,3.5,9.46
52,7.363333333333333,1.271861032586614,June-2018,7.6,6.89,4.31,2.12,-1.93,5.44,-2.14,0.45,-1.8,3.8,-8.96,3.68,3.54,10.67,1.32,10.4,5.15,1.32,1.73,10.22,3.8,-4.31,-1.86,4.49,-1.79,-1.79,-1.86,4.49,-1.79,-1.86,4.49,-1.79,1.32,1.73,10.22,4.31,0.19,-6.08,-1.17,-1.79,-3.35,1.32,8.0,5.44,1.73,-7.27,8.02,3.18,-0.36,3.68,-4.31,-1.75,-5.61,5.15,-16.74,6.06,3.54,2.04,6.89,4.31,0.19,-6.08,-1.17,-1.79,-3.35,1.32,8.0,5.44,1.73,-7.27,8.02,3.18,-0.36,3.68,-4.31,-1.75,-5.61,5.15,-16.74,6.06,3.54,2.04,6.89
53,-6.996666666666666,-4.976735442887639,July-2018,-9.69,-1.61,-6.92,5.13,-2.55,5.73,3.93,-2.84,-10.2,-20.06,-17.48,-13.15,-10.33,2.38,0.88,-5.45,-7.55,0.88,-1.01,1.02,-20.06,-4.58,-7.51,2.7,-4.09,-4.09,-7.51,2.7,-4.09,-7.51,2.7,-4.09,0.88,-1.01,1.02,-6.92,-5.89,-4.46,5.08,-4.09,-7.77,0.88,-5.61,5.73,-1.01,-7.65,-4.78,-14.57,2.42,-13.15,-4.58,-5.47,-21.88,-7.55,-1.09,-7.78,-10.33,-11.71,-1.61,-6.92,-5.89,-4.46,5.08,-4.09,-7.77,0.88,-5.61,5.73,-1.01,-7.65,-4.78,-14.57,2.42,-13.15,-4.58,-5.47,-21.88,-7.55,-1.09,-7.78,-10.33,-11.71,-1.61
54,-9.659999999999998,-6.076329279769092,August-2018,-11.11,-6.76,-17.63,1.24,1.88,-2.23,-1.69,4.54,-6.69,3.31,-5.95,-5.27,-12.73,-10.1,-6.89,5.35,4.19,-6.89,-20.19,-9.32,3.31,3.17,-13.98,-10.12,-8.46,-8.46,-13.98,-10.12,-8.46,-13.98,-10.12,-8.46,-6.89,-20.19,-9.32,-17.63,-8.98,-5.49,-0.47,-8.46,4.3,-6.89,-3.83,-2.23,-20.19,-9.75,6.96,5.33,1.83,-5.27,3.17,-2.83,-4.65,4.19,-15.1,-18.01,-12.73,-7.39,-6.76,-17.63,-8.98,-5.49,-0.47,-8.46,4.3,-6.89,-3.83,-2.23,-20.19,-9.75,6.96,5.33,1.83,-5.27,3.17,-2.83,-4.65,4.19,-15.1,-18.01,-12.73,-7.39,-6.76
55,8.44,8.247781013729524,September-2018,11.2,2.92,9.9,9.87,11.76,-2.0,2.16,11.39,9.27,11.34,24.19,14.2,10.99,6.06,3.54,1.57,14.32,3.54,4.07,6.73,11.34,9.11,10.73,2.49,-3.98,-3.98,10.73,2.49,-3.98,10.73,2.49,-3.98,3.54,4.07,6.73,9.9,-7.48,49.45,8.82,-3.98,19.2,3.54,10.48,-2.0,4.07,46.91,-3.18,5.62,11.04,14.2,9.11,9.71,-1.39,14.32,4.42,5.68,10.99,7.03,2.92,9.9,-7.48,49.45,8.82,-3.98,19.2,3.54,10.48,-2.0,4.07,46.91,-3.18,5.62,11.04,14.2,9.11,9.71,-1.39,14.32,4.42,5.68,10.99,7.03,2.92
